drh_id,int_id,name,poll_type,year_from,year_to,region,lat,lon
RW50cnk6MTYyNg==,1626,The Cult of Maritime Hera,religious_group,-800,-400,"Sanctuaries and Cult Sites of ""Maritime Hera""",37.5,22.0
RW50cnk6Mjc3Mw==,2773,Krishna West,religious_group,2013,2026,Krishna West diaspora,,
RW50cnk6MjY3MA==,2670,Krishna West,religious_group,2013,2026,Krishna West,18.5204,73.8567
RW50cnk6NzI0,724,Aweikoma,religious_group,1909,1934,"Duque de Caxias Reservation, state of Santa Catarina, Brazil ca. 1932",-26.5,-51.0
RW50cnk6MjgxOA==,2818,UCM Teaching and Research Center,religious_group,2001,2026,Worldwide,,
RW50cnk6MTE5Ng==,1196,K’iche’ (Quiché),religious_group,1910,1940,Town of Chichicastenango,15.12,-91.11
RW50cnk6MjcyMA==,2720,The Redeemed Christian Church of God (RCCG),religious_group,1952,2026,"Lagos South-West, Nigeria",6.45,3.39
RW50cnk6OTAw,900,Pharisees,religious_group,-150,70,Roman Palestine,31.5,35.0
RW50cnk6ODQ2,846,Xuanzang's Yogācāra Tradition,religious_group,645,696,Major Yogācāra-driven monasteries during the early Tang period,34.0,108.0
RW50cnk6MTk5NA==,1994,Nigeria Fellowship of Evangelical Students (NIFES),religious_group,1968,2023,Nigeria,9.6,8.0
RW50cnk6MjAxMQ==,2011,Scripture Union Nigeria,religious_group,1885,2023,Nigeria,9.6,8.0
RW50cnk6MjAwMw==,2003,Nigerian Baptist Convention,religious_group,1914,2023,Nigeria,9.6,8.0
RW50cnk6OTAz,903,The Buddhist community on Mount Lu during early medieval China,religious_group,350,450,Mount Lu,29.57,115.98
RW50cnk6MjE5NA==,2194,The Redeemed Christian Church of God,religious_group,1952,2023,"Africa, Europe, North America, South America, Central America, Europe, Middle East, Asia, Australia, New Zealand",,
RW50cnk6MjM2Ng==,2366,Islam in Hausaland,religious_group,1500,2024,Hausaland,12.0,8.0
RW50cnk6MTg3Mg==,1872,"The Holy Apostles Community, Ayetoro",religious_group,1947,2023,"Ayetoro, Ilajeland, Ondo State, Southwest Nigeria",6.66,4.88
RW50cnk6MjI3MQ==,2271,The Gideons International in Ngeria,religious_group,1964,2024,"Africa, Europe, North America, South America, Central America, Europe, Middle East, Asia, Australia, New Zealand",,
RW50cnk6MTI1MQ==,1251,Tsonga,religious_group,1880,1910,"Tsonga lands, Ronga group ca. 1895",-25.0,33.0
RW50cnk6Njc0,674,Aymara,religious_group,1915,1940,"Chuchito, Peru",-15.9,-69.8
RW50cnk6MjczMA==,2730,Tzu Chi in Malaysia,religious_group,1992,2026,Malaysia,4.5694,102.2657
RW50cnk6MTMzNw==,1337,Tell Afis (Syria),religious_group,-1200,-600,Inner NW Syria,36.2,37.5
RW50cnk6MTM5OQ==,1399,Religion in the Mittani Empire,religious_group,-1550,-1350,Mittani Empire,36.5,40.0
RW50cnk6ODY2,866,Taigu School,religious_group,1762,1950,Shandong and Jiangnan,36.5,118.0
