culture_id,source,cluster_id
512,seshat,1
513,seshat,1
514,seshat,5
515,seshat,5
516,seshat,5
517,seshat,5
518,seshat,5
519,seshat,5
520,seshat,5
521,seshat,5
522,seshat,1
523,seshat,1
524,seshat,1
525,seshat,1
526,seshat,5
527,seshat,5
528,seshat,5
529,seshat,5
531,seshat,5
532,seshat,5
539,seshat,5
541,seshat,5
542,seshat,5
544,seshat,5
545,seshat,5
546,seshat,5
547,seshat,5
548,seshat,5
560,seshat,5
561,seshat,1
563,seshat,5
565,seshat,5
566,seshat,5
567,seshat,5
568,seshat,5
569,seshat,5
570,seshat,5
571,seshat,5
572,seshat,5
573,seshat,1
574,seshat,5
575,seshat,5
576,seshat,1
578,seshat,1
579,seshat,5
586,seshat,5
587,seshat,5
600,seshat,5
606,seshat,5
612,seshat,1
613,seshat,1
615,seshat,1
617,seshat,1
618,seshat,1
619,seshat,1
624,seshat,5
625,seshat,5
626,seshat,5
632,seshat,5
656,seshat,5
657,seshat,1
659,seshat,5
661,seshat,5
662,seshat,5
664,seshat,1
665,seshat,5
666,seshat,5
667,seshat,5
668,seshat,5
669,seshat,5
670,seshat,5
671,seshat,5
672,seshat,5
673,seshat,5
687,seshat,5
708,seshat,5
709,seshat,5
711,seshat,1
769,seshat,1
771,seshat,1
774,seshat,5
775,seshat,5
776,seshat,5
786,seshat,5
797,seshat,5
798,seshat,5
815,seshat,5
