cluster,ancestor_mediation,animal_transformation,chanting_singing,dedicated_specialist,divination,entheogen_use,hereditary_transmission,initiatory_crisis,initiatory_ordeal,layered_cosmology,nature_spirits,possession_crisis,public_performance,rhythmic_percussion,ritual_performance,soul_flight,specialist_presence,spirit_possession,trance_induction,unmapped_shamanic_indicators,n_cultures
0,0.005216095380029807,0.0,0.0014903129657228018,0.21268007948335818,0.05067064083457526,0.0,0.0007451564828614009,0.0022354694485842027,0.0,0.00037257824143070045,0.00037257824143070045,0.0007451564828614009,0.023099850968703428,0.0,0.023596621957277696,0.12593144560357675,0.04918032786885246,0.24087183308494783,0.2533532041728763,0.048302592434831176,1342
1,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0,0.0,0.0,0.5,0.36904761904761907,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.42009986855740944,42
